id,pert,gene,label
Rbm14_Alcam,Rbm14,Alcam,none
Nckap1l_Ms4a6b,Nckap1l,Ms4a6b,none
Rb1_Itpr2,Rb1,Itpr2,none
Taf5l_Npy,Taf5l,Npy,down
Ss18_C1qb,Ss18,C1qb,down
Dad1_Zfp462,Dad1,Zfp462,none
Cfdp1_Glrx,Cfdp1,Glrx,down
Hsp90b1_Saa3,Hsp90b1,Saa3,down
Orc4_Ankrd37,Orc4,Ankrd37,down
Rela_Ddit3,Rela,Ddit3,none
Sart3_Sdc1,Sart3,Sdc1,none
Pfdn2_Rnf149,Pfdn2,Rnf149,none
Nckap1l_Rnf213,Nckap1l,Rnf213,none
Dhx15_Ftl1,Dhx15,Ftl1,up
Tlr4_Zfp462,Tlr4,Zfp462,none
Cop1_Eif5a,Cop1,Eif5a,down
Leng1_Lacc1,Leng1,Lacc1,down
Traf6_Malt1,Traf6,Malt1,down
Snrnp70_Gusb,Snrnp70,Gusb,up
Ints1_Rusc2,Ints1,Rusc2,none
Rraga_Odc1,Rraga,Odc1,none
Nelfb_Gdf15,Nelfb,Gdf15,none
Irak4_Lrrc25,Irak4,Lrrc25,down
Ppp2r2a_Polr2g,Ppp2r2a,Polr2g,up
Emc3_Cd68,Emc3,Cd68,none
Elavl1_Actb,Elavl1,Actb,down
Nprl2_Fcgr2b,Nprl2,Fcgr2b,none
Cwc25_Polr2g,Cwc25,Polr2g,none
Fbxo11_Ccdc141,Fbxo11,Ccdc141,none
Elavl1_Hpgds,Elavl1,Hpgds,none
Emc3_Bnip3,Emc3,Bnip3,down
Ankrd11_Serp1,Ankrd11,Serp1,none
Hyou1_Chchd10,Hyou1,Chchd10,none
Rrp1_Upp1,Rrp1,Upp1,none
Sephs1_Stmn1,Sephs1,Stmn1,none
Mta2_Dnajc1,Mta2,Dnajc1,down
Phb2_Stmn1,Phb2,Stmn1,down
Actr2_4930539J05Rik,Actr2,4930539J05Rik,none
Kat8_Egln1,Kat8,Egln1,none
Qars_Gtpbp2,Qars,Gtpbp2,up
Msto1_Ccnd1,Msto1,Ccnd1,none
Hira_Adap2,Hira,Adap2,none
Rhoa_Klf9,Rhoa,Klf9,none
Qars_Zup1,Qars,Zup1,none
Bap1_Mmp12,Bap1,Mmp12,none
Dido1_Pate2,Dido1,Pate2,up
Pik3r4_Actb,Pik3r4,Actb,down
Irf8_Sqstm1,Irf8,Sqstm1,none
Ppp6c_Socs3,Ppp6c,Socs3,none
Dda1_Stmn1,Dda1,Stmn1,none
Tbc1d10b_Fgl2,Tbc1d10b,Fgl2,none
Fli1_Cd72,Fli1,Cd72,down
Telo2_Tgm2,Telo2,Tgm2,none
Chmp5_Gm39556,Chmp5,Gm39556,none
Oxsr1_Klhl35,Oxsr1,Klhl35,none
Pik3r4_Arhgap31,Pik3r4,Arhgap31,none
Gins4_Hivep3,Gins4,Hivep3,none
Rpl26_Cacna1d,Rpl26,Cacna1d,none
Rps26_Cd72,Rps26,Cd72,none
Pten_Cpe,Pten,Cpe,up
Becn1_Cd44,Becn1,Cd44,none
Junb_Lmna,Junb,Lmna,up
Prpf6_1700007L15Rik,Prpf6,1700007L15Rik,none
Ptpn2_Serp1,Ptpn2,Serp1,none
Ddost_Endod1,Ddost,Endod1,none
Rbm15_Ncoa4,Rbm15,Ncoa4,up
Vps4b_Prdx1,Vps4b,Prdx1,up
Smg5_Gadd45g,Smg5,Gadd45g,up
Tpt1_Nckap1,Tpt1,Nckap1,none
Chd4_H2-Q7,Chd4,H2-Q7,up
Rpp21_Sars,Rpp21,Sars,up
Dpm1_Me1,Dpm1,Me1,down
Sec13_Fcgr2b,Sec13,Fcgr2b,down
Cwc25_Ahnak,Cwc25,Ahnak,up
Atp6v1a_Dock10,Atp6v1a,Dock10,up
Tlr4_Fxyd2,Tlr4,Fxyd2,none
Snx14_Vegfb,Snx14,Vegfb,up
Sec62_Lst1,Sec62,Lst1,up
Kars_Sqstm1,Kars,Sqstm1,none
Fbxo11_1110038B12Rik,Fbxo11,1110038B12Rik,none
Rps3_Cd36,Rps3,Cd36,up
Mcm4_Tnfrsf21,Mcm4,Tnfrsf21,up
Prdm1_Sephs2,Prdm1,Sephs2,none
Dpm1_Tfec,Dpm1,Tfec,none
Nckap1l_Ifih1,Nckap1l,Ifih1,none
Vps39_Hivep2,Vps39,Hivep2,none
Rbm15_Naglu,Rbm15,Naglu,up
Cul2_Pgm1,Cul2,Pgm1,up
Syvn1_Plpp3,Syvn1,Plpp3,none
Dpy30_B3gnt8,Dpy30,B3gnt8,none
Actl6a_Gapdh,Actl6a,Gapdh,none
Srsf1_R74862,Srsf1,R74862,none
Cmtr1_Igtp,Cmtr1,Igtp,up
Sbno2_Tnfaip2,Sbno2,Tnfaip2,up
Ctdnep1_Pmepa1,Ctdnep1,Pmepa1,up
Mettl3_Clec4n,Mettl3,Clec4n,up
Wdr3_Mthfd1,Wdr3,Mthfd1,none
Wdr36_Pex16,Wdr36,Pex16,none
Eny2_Crip1,Eny2,Crip1,up
Dcaf7_Chml,Dcaf7,Chml,none
Spop_Trim69,Spop,Trim69,none
Hnrnpu_Blvrb,Hnrnpu,Blvrb,none
Urm1_Hmox1,Urm1,Hmox1,down
Med29_Itgal,Med29,Itgal,up
Atf4_Lgals3,Atf4,Lgals3,none
Pias1_Rap2a,Pias1,Rap2a,up
Arid1a_Frmd4b,Arid1a,Frmd4b,up
Chd4_Serp1,Chd4,Serp1,none
Dhx15_H3f3b,Dhx15,H3f3b,up
Sel1l_Manf,Sel1l,Manf,up
Sec62_Ppp1r12b,Sec62,Ppp1r12b,none
Cpsf4_ENSMUSG00000121399,Cpsf4,ENSMUSG00000121399,up
Cdc123_Gtpbp2,Cdc123,Gtpbp2,up
Vps33a_Nop58,Vps33a,Nop58,none
Urm1_Mthfd2,Urm1,Mthfd2,up
Cbll1_Prdx6,Cbll1,Prdx6,none
Dpm1_Gm26555,Dpm1,Gm26555,none
Chd4_Creg1,Chd4,Creg1,up
Usp9x_Cmpk2,Usp9x,Cmpk2,none
Bop1_Siglece,Bop1,Siglece,none
Spc24_Akr1a1,Spc24,Akr1a1,none
Ddx18_Ifih1,Ddx18,Ifih1,up
Cbfb_Ifit3,Cbfb,Ifit3,none
Snapc3_Rnf149,Snapc3,Rnf149,none
Nprl2_Smim36,Nprl2,Smim36,up
Setd2_Stap1,Setd2,Stap1,down
Dhx15_Gm56735,Dhx15,Gm56735,none
Rel_Itga4,Rel,Itga4,down
Sec13_Smpdl3a,Sec13,Smpdl3a,none
Med20_Osbpl3,Med20,Osbpl3,none
Eif5_Tgm2,Eif5,Tgm2,none
Tbc1d10b_Ctsc,Tbc1d10b,Ctsc,down
Telo2_Klhl24,Telo2,Klhl24,up
Dcaf13_Uchl1,Dcaf13,Uchl1,down
Snrnp70_Gm15987,Snrnp70,Gm15987,none
Rcl1_Cotl1,Rcl1,Cotl1,down
Nelfa_Pf4,Nelfa,Pf4,up
Atp6v1a_Tlr3,Atp6v1a,Tlr3,none
Plrg1_Kitl,Plrg1,Kitl,up
Ddx41_Oard1,Ddx41,Oard1,none
Dync1i2_Gm9484,Dync1i2,Gm9484,none
Vps18_Gpnmb,Vps18,Gpnmb,up
Nop16_Ifih1,Nop16,Ifih1,up
Rc3h1_Atp8a2,Rc3h1,Atp8a2,none
Rhoa_S100a1,Rhoa,S100a1,none
Hspa4_Il15,Hspa4,Il15,none
Derl2_Creld2,Derl2,Creld2,up
Srsf1_Ftl1,Srsf1,Ftl1,up
Pias1_Irf2bp2,Pias1,Irf2bp2,down
2310011J03Rik_Ccl2,2310011J03Rik,Ccl2,down
Nipbl_Zscan21,Nipbl,Zscan21,none
Wdr75_Cd72,Wdr75,Cd72,none
Mettl3_Serp1,Mettl3,Serp1,down
Ikbkb_Atr,Ikbkb,Atr,none
Tyk2_Ifi44,Tyk2,Ifi44,down
Fth1_Actb,Fth1,Actb,none
Myd88_Ifitm2,Myd88,Ifitm2,down
Emc3_Gclm,Emc3,Gclm,none
Ube2h_Tmem231,Ube2h,Tmem231,none
Ogt_Smpdl3a,Ogt,Smpdl3a,up
Nelfa_Irgm1,Nelfa,Irgm1,up
Actr6_Ecpas,Actr6,Ecpas,none
Srcap_Nckap1,Srcap,Nckap1,none
Wdr70_H2-Ab1,Wdr70,H2-Ab1,none
Setd2_Fcgr2b,Setd2,Fcgr2b,none
Ikbkb_Ifit3,Ikbkb,Ifit3,none
Ints1_Cd36,Ints1,Cd36,none
Wnk1_Lgals1,Wnk1,Lgals1,none
Tirap_Etv3,Tirap,Etv3,up
Ppp2r2a_Igtp,Ppp2r2a,Igtp,none
Slc33a1_Ifih1,Slc33a1,Ifih1,none
Klf6_Ly9,Klf6,Ly9,up
Snapc3_Tlr2,Snapc3,Tlr2,none
Usp9x_H2-Q7,Usp9x,H2-Q7,up
Ints1_Hspb1,Ints1,Hspb1,up
Tardbp_C3,Tardbp,C3,down
Prpf6_S100a10,Prpf6,S100a10,none
Mbtps2_Aif1,Mbtps2,Aif1,down
Stag2_Ppfibp2,Stag2,Ppfibp2,up
Mbd2_Itgal,Mbd2,Itgal,down
Nprl2_Ifit3,Nprl2,Ifit3,none
Leo1_Timp2,Leo1,Timp2,up
Cct7_Prdx5,Cct7,Prdx5,down
Ctdspl2_C3,Ctdspl2,C3,down
Dcaf7_Oasl1,Dcaf7,Oasl1,down
Ing3_Cotl1,Ing3,Cotl1,none
Cct4_C3,Cct4,C3,down
Srsf7_Ifi44,Srsf7,Ifi44,none
Tirap_Lrrc25,Tirap,Lrrc25,down
Dohh_Gpnmb,Dohh,Gpnmb,none
Cul1_Pou3f1,Cul1,Pou3f1,up
Prpf40a_Rabac1,Prpf40a,Rabac1,up
Snx13_Atf6,Snx13,Atf6,none
Rpn2_Gm36874,Rpn2,Gm36874,none
Sptlc1_B4galt5,Sptlc1,B4galt5,up
Yrdc_Trib3,Yrdc,Trib3,up
Tcp1_Fcgr2b,Tcp1,Fcgr2b,down
Gins3_Tmcc3,Gins3,Tmcc3,none
Meaf6_H2-T22,Meaf6,H2-T22,down
Cct3_Prdx5,Cct3,Prdx5,down
Kars_Ccl9,Kars,Ccl9,down
Cnot2_Sorl1,Cnot2,Sorl1,none
Acin1_Lmna,Acin1,Lmna,none
Junb_Rftn1,Junb,Rftn1,down
Ddx5_Sqstm1,Ddx5,Sqstm1,none
Eif4a1_Eif5,Eif4a1,Eif5,up
Suz12_Ribc1,Suz12,Ribc1,none
Daxx_Rilpl1,Daxx,Rilpl1,none
Ap3b1_Lgals3,Ap3b1,Lgals3,up
Strap_Il15,Strap,Il15,none
Rel_Nherf1,Rel,Nherf1,up
Mideas_Hspa1a,Mideas,Hspa1a,none
Abi1_Ccrl2,Abi1,Ccrl2,up
Atxn7l3_Cd63,Atxn7l3,Cd63,none
Exoc5_Rab11fip1,Exoc5,Rab11fip1,none
Rtf1_Gm56955,Rtf1,Gm56955,up
Gosr2_Pck2,Gosr2,Pck2,up
Ppp2r1a_Sat1,Ppp2r1a,Sat1,up
Plrg1_Il15,Plrg1,Il15,up
Gnb2_Ccl2,Gnb2,Ccl2,down
Chmp5_Bcl2a1a,Chmp5,Bcl2a1a,none
Vps33a_Creg1,Vps33a,Creg1,up
Nol10_Calr,Nol10,Calr,down
Ifnar1_Exoc6b,Ifnar1,Exoc6b,none
Vps41_Selenow,Vps41,Selenow,down
Psmg4_Odc1,Psmg4,Odc1,none
Hira_Casp3,Hira,Casp3,up
Ccdc22_Pilra,Ccdc22,Pilra,down
Rack1_AA467197,Rack1,AA467197,none
Gosr2_Timp2,Gosr2,Timp2,none
Bloc1s1_Selenow,Bloc1s1,Selenow,down
Wdr43_Asns,Wdr43,Asns,none
Rrp1_Gm15987,Rrp1,Gm15987,up
Oxsr1_Hsp90b1,Oxsr1,Hsp90b1,none
Snapc3_Cav1,Snapc3,Cav1,none
Atp6v0e_Ccnd1,Atp6v0e,Ccnd1,none
Clp1_Cd69,Clp1,Cd69,none
Dpm3_C3,Dpm3,C3,none
Ogt_H3f3b,Ogt,H3f3b,up
Kdm1a_Pbxip1,Kdm1a,Pbxip1,up
Sptlc1_E230032D23Rik,Sptlc1,E230032D23Rik,none
Smc3_Slamf9,Smc3,Slamf9,none
Emc7_Cfp,Emc7,Cfp,down
Dync1h1_Prpf3,Dync1h1,Prpf3,none
Nfkbiz_Acod1,Nfkbiz,Acod1,none
Atg101_Fxyd2,Atg101,Fxyd2,none
Eny2_Rnf169,Eny2,Rnf169,none
Urm1_Gfpt1,Urm1,Gfpt1,none
Dohh_Sec11c,Dohh,Sec11c,none
Psmg4_Cmpk2,Psmg4,Cmpk2,none
Atp6v1b2_Tpi1,Atp6v1b2,Tpi1,none
Trappc8_Tbc1d15,Trappc8,Tbc1d15,up
Dido1_Prc1,Dido1,Prc1,none
Taf5l_Gm31005,Taf5l,Gm31005,none
Mapkapk2_Aif1,Mapkapk2,Aif1,down
Mtor_Saa3,Mtor,Saa3,none
Cwc25_Dock10,Cwc25,Dock10,none
Cmtr1_Trem2,Cmtr1,Trem2,none
Rbm15_Pf4,Rbm15,Pf4,none
Vps33a_Gm57341,Vps33a,Gm57341,none
Sec63_Rpn1,Sec63,Rpn1,up
Med29_Traf1,Med29,Traf1,none
Traf2_Lmna,Traf2,Lmna,up
Heatr1_Mthfs,Heatr1,Mthfs,none
Wtap_Timp2,Wtap,Timp2,none
Lamtor4_Rap2a,Lamtor4,Rap2a,up
Tnfaip3_Calr,Tnfaip3,Calr,none
Ddost_Ttll12,Ddost,Ttll12,none
Fbxo11_Ctsl,Fbxo11,Ctsl,none
Bap1_Apbb1ip,Bap1,Apbb1ip,up
Rc3h1_Arl5c,Rc3h1,Arl5c,none
Hira_Ly6a,Hira,Ly6a,up
Runx1_Stx3,Runx1,Stx3,none
Sptssa_Ifitm6,Sptssa,Ifitm6,up
Sptssa_Ccnd1,Sptssa,Ccnd1,up
Arih1_Il10,Arih1,Il10,none
Tyrobp_Cd63,Tyrobp,Cd63,none
Derl2_Snhg1,Derl2,Snhg1,none
Chmp6_Clec7a,Chmp6,Clec7a,none
Cnot1_Cd302,Cnot1,Cd302,down
Nrbf2_Ddit3,Nrbf2,Ddit3,none
Ylpm1_Col1a2,Ylpm1,Col1a2,none
Ippk_Ifit3b,Ippk,Ifit3b,up
Dync1i2_Saa3,Dync1i2,Saa3,none
Snrnp27_Ifitm6,Snrnp27,Ifitm6,up
Dido1_Gm1604a,Dido1,Gm1604a,up
Qars_Cd36,Qars,Cd36,none
Gins4_H2-Q7,Gins4,H2-Q7,none
Rhoa_Cd44,Rhoa,Cd44,up
Hsp90b1_C3,Hsp90b1,C3,none
Zfp36_Traf1,Zfp36,Traf1,down
Irf2_Selenow,Irf2,Selenow,none
Dohh_Sqstm1,Dohh,Sqstm1,down
Mcm4_Ppat,Mcm4,Ppat,none
Nckap1l_Ckb,Nckap1l,Ckb,none
Srcap_Oser1,Srcap,Oser1,up
Mbtps2_Rit1,Mbtps2,Rit1,none
Fth1_Rnf103,Fth1,Rnf103,none
Tmem258_Selenow,Tmem258,Selenow,none
Abi1_Cotl1,Abi1,Cotl1,down
Rbm15_Oasl1,Rbm15,Oasl1,none
Prpf40a_Cyb5r1,Prpf40a,Cyb5r1,none
Hyou1_Smpdl3a,Hyou1,Smpdl3a,up
Cdkn1a_Blvrb,Cdkn1a,Blvrb,none
Setd2_Calr,Setd2,Calr,none
Ddx6_Csf2rb,Ddx6,Csf2rb,none
Otud5_Zkscan17,Otud5,Zkscan17,up
Virma_Plpp3,Virma,Plpp3,up
Chmp6_Rsad2,Chmp6,Rsad2,up
Cnot1_Ftl1,Cnot1,Ftl1,down
Rab7_Tnfrsf22,Rab7,Tnfrsf22,none
Rngtt_Rsad2,Rngtt,Rsad2,none
Prpf40a_Grsf1,Prpf40a,Grsf1,none
Actl6a_Mars1,Actl6a,Mars1,none
Srcap_Blvrb,Srcap,Blvrb,none
Cul1_Pdia3,Cul1,Pdia3,none
Rb1_Pcna,Rb1,Pcna,up
Abi1_Gclm,Abi1,Gclm,down
Rheb_Cd36,Rheb,Cd36,none
Nop16_Mier3,Nop16,Mier3,none
Gosr2_Polr2a,Gosr2,Polr2a,none
Paf1_Parp2,Paf1,Parp2,up
Klf6_Psma6,Klf6,Psma6,none
Stk11_Cd14,Stk11,Cd14,up
Dpm2_Cd72,Dpm2,Cd72,none
Mnt_Selplg,Mnt,Selplg,down
Wdr36_Fubp1,Wdr36,Fubp1,none
Gspt1_Cmpk2,Gspt1,Cmpk2,none
Slc33a1_AA467197,Slc33a1,AA467197,none
Sec63_Fcgr2b,Sec63,Fcgr2b,none
Rpn2_Creld2,Rpn2,Creld2,up
Strip1_1110038B12Rik,Strip1,1110038B12Rik,none
Atg9a_Gsta3,Atg9a,Gsta3,up
Cwc15_Rap2a,Cwc15,Rap2a,none
Leng8_Fcgr2b,Leng8,Fcgr2b,down
Wdr61_Mt1,Wdr61,Mt1,none
Wdr70_H3c15,Wdr70,H3c15,up
Yeats4_Cacna1d,Yeats4,Cacna1d,up
Alg2_Igf1,Alg2,Igf1,none
Gins4_Ubr3,Gins4,Ubr3,none
Rps26_1700017B05Rik,Rps26,1700017B05Rik,none
Snx14_Gapdh,Snx14,Gapdh,none
Tlr4_Uchl1,Tlr4,Uchl1,none
Ss18_H2-M2,Ss18,H2-M2,down
Tcp1_AA467197,Tcp1,AA467197,down
Leng1_Syngr1,Leng1,Syngr1,none
Elavl1_Cotl1,Elavl1,Cotl1,none
Strap_Lgals3,Strap,Lgals3,none
Atf4_Dnmt1,Atf4,Dnmt1,none
Irf8_Ckb,Irf8,Ckb,none
Ing3_Ambra1,Ing3,Ambra1,none
Gspt1_Acer3,Gspt1,Acer3,up
Axin1_Met,Axin1,Met,down
Rraga_Cd86,Rraga,Cd86,none
Jak1_Gm10785,Jak1,Gm10785,none
Rb1_H2-Q7,Rb1,H2-Q7,none
Rpl10_H3f3b,Rpl10,H3f3b,up
Stag2_Zzef1,Stag2,Zzef1,none
Klf6_Cd9,Klf6,Cd9,none
Ube2h_Gpnmb,Ube2h,Gpnmb,none
Ppp2r3c_Iigp1,Ppp2r3c,Iigp1,down
Scap_Rapgef5,Scap,Rapgef5,none
Rheb_Ncapg,Rheb,Ncapg,none
Rbm14_Slc9b2,Rbm14,Slc9b2,none
Stk11_Oasl1,Stk11,Oasl1,none
Nop16_Nfe2l2,Nop16,Nfe2l2,none
Cog3_Mthfs,Cog3,Mthfs,none
Pfdn6_Cep295,Pfdn6,Cep295,none
Uvrag_Abca1,Uvrag,Abca1,none
Rnf40_Shb,Rnf40,Shb,none
Rpap2_Lipa,Rpap2,Lipa,up
Atp6v1a_Pkn3,Atp6v1a,Pkn3,none
Mafb_Il1b,Mafb,Il1b,up
Cct3_Iqgap2,Cct3,Iqgap2,none
Ttc1_Gm45670,Ttc1,Gm45670,none
Bloc1s1_Hspa5,Bloc1s1,Hspa5,none
Ccdc22_Sephs2,Ccdc22,Sephs2,down
Mcm4_Ppm1k,Mcm4,Ppm1k,up
Dcaf13_Prr13,Dcaf13,Prr13,none
Wdr70_C1qb,Wdr70,C1qb,none
Mtor_Ppm1g,Mtor,Ppm1g,none
Ash2l_Dynlt2a2,Ash2l,Dynlt2a2,none
Setd2_Cd164,Setd2,Cd164,up
Rraga_Creg1,Rraga,Creg1,up
Snx14_Syngr1,Snx14,Syngr1,up
Ankrd11_Mgst1,Ankrd11,Mgst1,none
Kras_Swap70,Kras,Swap70,none
Vps4b_Ccrl2,Vps4b,Ccrl2,up
Ric1_Mmp12,Ric1,Mmp12,none
Dync1h1_Tubb6,Dync1h1,Tubb6,none
Kat8_Dnajc3,Kat8,Dnajc3,none
Tut1_Gm14762,Tut1,Gm14762,none
Tnfrsf1a_Fos,Tnfrsf1a,Fos,up
Usp39_Btg1,Usp39,Btg1,up
Trappc1_Actb,Trappc1,Actb,down
Gins4_Ftl1,Gins4,Ftl1,none
Tnfaip3_Sqstm1,Tnfaip3,Sqstm1,up
Yy1_Hsd17b10,Yy1,Hsd17b10,down
Actr10_Irf1,Actr10,Irf1,up
Cmtr1_Rinl,Cmtr1,Rinl,none
Fermt3_Dnajb9,Fermt3,Dnajb9,none
Tubg1_Hopx,Tubg1,Hopx,none
Traf2_Vav3,Traf2,Vav3,none
Ncor2_Cd36,Ncor2,Cd36,none
Prpf19_Ifit2,Prpf19,Ifit2,up
Polr2i_Selenop,Polr2i,Selenop,up
Leo1_Igtp,Leo1,Igtp,up
Nol10_Slamf9,Nol10,Slamf9,down
Ubr4_Resf1,Ubr4,Resf1,up
Sec13_Gbf1,Sec13,Gbf1,up
Tirap_Gm47123,Tirap,Gm47123,none
Nprl2_Ralgds,Nprl2,Ralgds,down
Tbk1_Slc16a3,Tbk1,Slc16a3,up
Atp6ap2_Rsad2,Atp6ap2,Rsad2,none
Nol10_B3gnt8,Nol10,B3gnt8,none
Wdr3_Eif5,Wdr3,Eif5,up
Zbtb17_Itgb5,Zbtb17,Itgb5,none
Vps4b_Chchd6,Vps4b,Chchd6,none
Xpo1_Xpo1,Xpo1,Xpo1,up
Ap3b1_Rp2,Ap3b1,Rp2,down
Ptpn11_Inhba,Ptpn11,Inhba,up
Sec63_Selenop,Sec63,Selenop,up
Ehmt2_Cd72,Ehmt2,Cd72,none
Cbfb_Llgl2,Cbfb,Llgl2,none
Ogdh_Ero1a,Ogdh,Ero1a,up
Usp7_R3hdm1,Usp7,R3hdm1,up
Dpm2_Saa3,Dpm2,Saa3,none
Wdr43_Arfgef2,Wdr43,Arfgef2,none
Rps5_Ms4a4c,Rps5,Ms4a4c,none
Cdc123_Ddit3,Cdc123,Ddit3,up
Mbd2_Uevld,Mbd2,Uevld,none
Lamtor2_Gm57397,Lamtor2,Gm57397,none
Rps5_Eif5,Rps5,Eif5,up
Nkap_Il15,Nkap,Il15,up
Csnk1a1_Fcgr2b,Csnk1a1,Fcgr2b,none
Dpm2_Pdia3,Dpm2,Pdia3,up
Pias1_Dusp5,Pias1,Dusp5,down
Ppp2r1a_Hspa1a,Ppp2r1a,Hspa1a,none
Rel_Aif1,Rel,Aif1,none
Ube2h_Asns,Ube2h,Asns,none
Tbk1_Calhm6,Tbk1,Calhm6,none
Ubr4_Mtdh,Ubr4,Mtdh,none
Nrbf2_Uchl1,Nrbf2,Uchl1,none
Tyk2_Ms4a4c,Tyk2,Ms4a4c,down
Vps18_Cd63,Vps18,Cd63,up
Ptpa_Fcgr2b,Ptpa,Fcgr2b,down
Uxt_Creg1,Uxt,Creg1,up
Vps18_Selenow,Vps18,Selenow,down
Abi1_Gbp5,Abi1,Gbp5,none
Scap_Il7r,Scap,Il7r,up
Cnot1_Tpi1,Cnot1,Tpi1,none
2310011J03Rik_Lrp1,2310011J03Rik,Lrp1,down
Ptpn2_Ccdc63,Ptpn2,Ccdc63,none
Rel_Tgm2,Rel,Tgm2,none
Ric1_Gm8369,Ric1,Gm8369,none
Smc3_Btg1,Smc3,Btg1,none
Dpy30_Marcksl1,Dpy30,Marcksl1,none
Cdkn1a_Hmgb2,Cdkn1a,Hmgb2,up
Dcaf13_Marcksl1,Dcaf13,Marcksl1,none
Hsp90ab1_S100a10,Hsp90ab1,S100a10,none
Ube2m_Gls,Ube2m,Gls,none
Hspa4_Saa3,Hspa4,Saa3,none
Mms22l_Elk3,Mms22l,Elk3,none
Kars_Ckb,Kars,Ckb,down
Rngtt_Acp5,Rngtt,Acp5,none
Prpf6_Trem2,Prpf6,Trem2,none
Actr2_Ifit3,Actr2,Ifit3,none
Ube2h_Ptma,Ube2h,Ptma,down
Kras_Hsp90b1,Kras,Hsp90b1,down
Emc7_Procr,Emc7,Procr,down
Kat5_Trem2,Kat5,Trem2,up
Tnfrsf1a_Actb,Tnfrsf1a,Actb,none
Nckap1l_Ddx10,Nckap1l,Ddx10,down
Irf2_Mcoln2,Irf2,Mcoln2,none
Dhx15_Gm21188,Dhx15,Gm21188,none
Spc24_C1qb,Spc24,C1qb,down
Irf2_Il1b,Irf2,Il1b,none
Rptor_Ccl9,Rptor,Ccl9,none
Mnt_Ctsf,Mnt,Ctsf,up
Gins2_Ms4a6b,Gins2,Ms4a6b,down
Myc_Hivep2,Myc,Hivep2,up
Srsf7_Slamf9,Srsf7,Slamf9,none
Derl2_Gm44672,Derl2,Gm44672,none
Ddx41_Taok3,Ddx41,Taok3,up
Snx13_Smpdl3a,Snx13,Smpdl3a,up
Stag2_1110038B12Rik,Stag2,1110038B12Rik,none
Rps5_Alox5ap,Rps5,Alox5ap,down
Vps72_Plekha2,Vps72,Plekha2,none
Snrnp70_Fxyd2,Snrnp70,Fxyd2,up
Nckap1l_Egln1,Nckap1l,Egln1,none
Atg101_Rsad2,Atg101,Rsad2,up
Smg5_Cox6a2,Smg5,Cox6a2,none
Wdr48_Hspa1a,Wdr48,Hspa1a,none
Ncbp1_Smad6,Ncbp1,Smad6,none
Nipbl_St3gal5,Nipbl,St3gal5,down
Irf8_Lmo2,Irf8,Lmo2,up
Eftud2_Dennd6a,Eftud2,Dennd6a,none
Actr2_Gm29340,Actr2,Gm29340,none
Bloc1s1_Gm15512,Bloc1s1,Gm15512,none
Rptor_Serpinb6b,Rptor,Serpinb6b,none
Tnfrsf1a_Evi2b,Tnfrsf1a,Evi2b,up
Med20_Dnase1l1,Med20,Dnase1l1,none
Rel_Ctsl,Rel,Ctsl,none
Daxx_Icam1,Daxx,Icam1,none
Ndc80_Csf3r,Ndc80,Csf3r,none
Tbc1d10b_Cdkl3,Tbc1d10b,Cdkl3,none
Abi1_Mier3,Abi1,Mier3,up
Cul3_Ctsh,Cul3,Ctsh,none
Mbtps2_A130051J06Rik,Mbtps2,A130051J06Rik,none
Mta2_C1qbp,Mta2,C1qbp,none
Top3a_Il1b,Top3a,Il1b,none
Ptpa_Rab11fip1,Ptpa,Rab11fip1,none
Wdr75_Clybl,Wdr75,Clybl,none
Mtor_Abca1,Mtor,Abca1,up
Chmp6_Rgs16,Chmp6,Rgs16,none
Nob1_Gm2396,Nob1,Gm2396,none
Usp39_Tlr2,Usp39,Tlr2,none
Rraga_Lrp12,Rraga,Lrp12,up
Tyrobp_Kif22,Tyrobp,Kif22,none
Urm1_Prdx1,Urm1,Prdx1,down
Sec62_H2-M2,Sec62,H2-M2,up
Rps5_Cd36,Rps5,Cd36,up
Ikbkb_BC005537,Ikbkb,BC005537,up
Sec62_Serp1,Sec62,Serp1,none
Eif1ad_C1qb,Eif1ad,C1qb,none
Ppp2r2a_Prdx1,Ppp2r2a,Prdx1,none
Leng1_Sqstm1,Leng1,Sqstm1,none
Cct2_BC005537,Cct2,BC005537,up
Cdc42_S100a10,Cdc42,S100a10,none
Myd88_Ckb,Myd88,Ckb,none
Rpn2_Gpr84,Rpn2,Gpr84,none
Nop16_Lgals3,Nop16,Lgals3,none
Rbck1_H2-Q7,Rbck1,H2-Q7,none
Pdcd10_Cd44,Pdcd10,Cd44,up
Psmd13_Mgst1,Psmd13,Mgst1,up
Rbm14_Ccng1,Rbm14,Ccng1,none
Rps26_Eif5,Rps26,Eif5,up
Ctdnep1_Ccl7,Ctdnep1,Ccl7,down
Dad1_Pdia3,Dad1,Pdia3,up
Srcap_Ifrd2,Srcap,Ifrd2,none
Rab7_Bach1,Rab7,Bach1,none
Myd88_Actb,Myd88,Actb,none
Eif4a1_Saa3,Eif4a1,Saa3,none
Qars_Hipk1,Qars,Hipk1,up
Snrnp70_Ms4a4a,Snrnp70,Ms4a4a,none
Cul3_Dip2c,Cul3,Dip2c,none
Adnp_Prss50,Adnp,Prss50,up
Dad1_Lipa,Dad1,Lipa,up
Il10ra_Otud1,Il10ra,Otud1,none
Gins2_Uchl1,Gins2,Uchl1,none
Rae1_Syngr1,Rae1,Syngr1,up
